text,x,y,w,h,filename,line_num
"8,983,000",1239,248,116,29,028.jpg,1
um,1396,251,55,22,028.jpg,1
1.งบบุคลากร,156,295,144,33,028.jpg,2
"7,488,200",1072,294,115,30,028.jpg,2
บาท,1252,298,54,22,028.jpg,2
1.1 เงินเดือน,164,334,133,31,028.jpg,3
"6,915,200",1072,339,115,29,028.jpg,3
บาท,1252,343,54,22,028.jpg,3
01101-1,279,384,93,25,028.jpg,4
อัตราเดิม 21 อัตรา,413,379,185,30,028.jpg,4
"6,493,800",1245,386,111,28,028.jpg,4
บาท,1398,389,51,22,028.jpg,4
01102-1,279,431,93,25,028.jpg,5
ad    &เงนเลอนขน,414,419,121,38,028.jpg,5
"379,400",1263,433,93,28,028.jpg,5
บาท,1398,436,51,22,028.jpg,5
01107-1,279,478,93,25,028.jpg,6
เงินค่าตอบแทนรายเดือนของข้าราชการ,414,472,373,32,028.jpg,6
"42,000",1276,480,80,28,028.jpg,6
บาท,1398,483,51,22,028.jpg,6
1.2 ค่าจ้างประจํา,156,515,200,36,028.jpg,7
"570,400",1091,524,96,30,028.jpg,7
บาท,1252,529,54,22,028.jpg,7
01201-1,272,570,93,25,028.jpg,8
อัตราเดิม 2 อัตรา,405,565,173,30,028.jpg,8
"539,000",1263,572,93,28,028.jpg,8
บาท,1398,575,51,22,028.jpg,8
01202-1,272,617,93,25,028.jpg,9
เงินเพิ่มค่าจ้างประจํา,406,606,201,37,028.jpg,9
"31,400",1276,619,80,28,028.jpg,9
บาท,1398,622,51,22,028.jpg,9
1.3 ค่าตอบแทน ใช้สอยและวัสดุ03611-4 ค่าเครื่องแต่งกาย,156,654,418,81,028.jpg,10
"2,600",1117,664,70,29,028.jpg,10
บาท,1252,668,54,22,028.jpg,10
03611-1,272,709,93,26,028.jpg,11
"2,600",1288,711,68,28,028.jpg,11
บาท,1398,714,51,22,028.jpg,11
2. งบดําเนินงาน,154,801,166,30,028.jpg,12
"1,494,800",1074,805,113,30,028.jpg,12
บาท,1252,809,54,22,028.jpg,12
ค่าตอบแทน ใช้สอยและวัสดุ,154,846,280,39,028.jpg,13
"1,494,800",1074,850,113,30,028.jpg,13
บาท,1252,855,54,22,028.jpg,13
2.1 ค่าตอบแทน,154,894,166,29,028.jpg,14
"446,900",1091,895,96,30,028.jpg,14
บาท,1252,901,54,22,028.jpg,14
ค่าอาหารทําการนอกเวลา,207,937,246,30,028.jpg,15
2.2 ค่าใช้สอย,154,982,142,31,028.jpg,16
"390,200",1091,987,96,29,028.jpg,16
บาท,1252,991,54,22,028.jpg,16
ค่าซ่อมแซมยานพาหนะ,207,1027,226,30,028.jpg,17
ค่าซ่อมแซมครุภัณฑ์,207,1072,195,41,028.jpg,18
ง    Py  |      at  awe  1   aค่าจ้างเหมาบริการเป็นรายบุคคลเพื่อช่วยปฏิบัติงานฝ่ายทะเบียน,207,1113,600,45,028.jpg,19
,154,1163,118,39,028.jpg,20
"657,700",1091,1168,96,29,028.jpg,20
บาท,1252,1172,54,22,028.jpg,20
ค่าวัสดุนํามันเชื่อเพลิงและน่ามันหล่อลืน,215,1203,376,46,028.jpg,21
ค่าวัสดุยานพาหนะ,215,1255,182,39,028.jpg,22
ค่าวัสดุสํานักงาน,215,1300,165,39,028.jpg,23
ค่าชุดแต่งกายให้แก่เจ้าหน้าที่ประจําศูนย์บริหารราชการ ฉับไวใสสะอาด,215,1340,659,45,028.jpg,24
(Bangkok Fast & Clear : BFC),214,1394,306,32,028.jpg,25
"532,700",1091,1356,96,29,029.jpg,23
บาท,1252,1360,54,22,029.jpg,23
"ง7,         เด็,     ก     ไวค่าวัสดุอุปกรณ์คอมพิว เตอร์",215,1441,264,41,029.jpg,25
ค่าวัสดุยานพาหนะ,215,1488,182,39,029.jpg,26
ค่าวัสดุสํานักงาน,215,1533,165,39,029.jpg,27
2.2 ค่าสาธารณูปโภค,154,1572,237,45,029.jpg,28
"108,000",1093,1582,94,29,029.jpg,28
บาท,1252,1586,54,22,029.jpg,28
ค่าไปรษณีย์ ค่าโทรศัพท์,192,1622,231,32,029.jpg,29
"741,000",1091,1541,96,30,030.jpg,26
บาท,1252,1546,54,22,030.jpg,26
"2         เด็,     a    ไวค่าวัสดุอุปกรณ์คอมพิเตอร์",215,1626,252,41,030.jpg,28
ค่าวัสดุยานพาหนะ,215,1674,182,39,030.jpg,29
ค่าวัสดุสํานักงาน,215,1719,165,39,030.jpg,30
2.2 ค่าสาธารณูปโภค,154,1758,237,45,030.jpg,31
"3,305,700",1072,1768,115,29,030.jpg,31
บาท,1252,1772,54,22,030.jpg,31
ค่าไปรษณีย์,192,1807,119,32,030.jpg,32
3. งบลงทุน,154,1920,121,33,030.jpg,33
"869,000",1091,1920,96,29,030.jpg,33
บาท,1252,1923,54,22,030.jpg,33
esนและสิงก่อสร้าง¢ daaun ทดาครุภักค่,154,1954,310,44,030.jpg,34
"869,000",1091,1964,96,29,030.jpg,34
บาท,1252,1968,54,22,030.jpg,34
392,776,107,50,26,031.jpg,0
,154,240,115,39,031.jpg,1
"869,000",1091,245,96,29,031.jpg,1
บาท,1252,249,54,22,031.jpg,1
,272,381,95,26,031.jpg,2
(1) เครื่องพิมพ์เลเซอร์ หรือ LED ขาวดํา ชนิด Network,405,370,523,38,031.jpg,2
แบบที 2,445,425,89,36,031.jpg,3
(38 หน้า/นาที) 1 เครื่อง,538,425,232,38,031.jpg,3
"15,000",1278,441,78,28,031.jpg,3
บาท,1398,444,51,22,031.jpg,3
05208-1,272,490,93,25,031.jpg,4
(2) รถบรรทุก (ดีเซล) ขนาด 1 ตัน ปริมาตรกระบอกสูบ,405,484,514,40,031.jpg,4
"ไม่ตํากว่า 2,400 ซีซี หรือกําลังเครื่องยนต์สูงสุดสูงสุ",441,536,440,45,031.jpg,5
ไม่ตํากว่า 110 กิโลวัตต์ ขับเคลือน 2 da,441,583,377,36,031.jpg,6
แบบดับเบิลแค็บ 1 ค้น,445,629,217,37,031.jpg,7
"854,000",1263,640,93,28,031.jpg,7
บาท,1398,643,51,22,031.jpg,7
393,776,107,50,26,032.jpg,0
งานบริหารทัวไปฝ่ายรักษาความสะอาด,154,331,379,36,032.jpg,1
"24,949,938",1226,341,130,30,032.jpg,1
บาท,1396,345,55,22,032.jpg,1
1.งบบุคลากร,156,389,144,33,032.jpg,2
"22,258,508",1058,389,130,29,032.jpg,2
บาท,1252,392,54,22,032.jpg,2
1.1 เงินเดือน,156,428,133,31,032.jpg,3
"805,880",1091,432,96,29,032.jpg,3
บาท,1252,437,54,22,032.jpg,3
01101-1,272,478,93,25,032.jpg,4
อัตราเดิม 3 อัตรา,405,473,173,31,032.jpg,4
"750,360",1263,480,93,28,032.jpg,4
บาท,1398,483,51,22,032.jpg,4
01102-1,272,525,93,25,032.jpg,5
a a    &เงนเลอนขน,406,513,121,38,032.jpg,5
"45,020",1276,527,80,28,032.jpg,5
บาท,1398,530,51,22,032.jpg,5
01107-1,272,571,93,25,032.jpg,6
เงินค่าตอบแทนรายเดือนของข้าราชการ,406,566,373,32,032.jpg,6
"8,400",1288,574,68,28,032.jpg,6
บาท,1398,577,51,22,032.jpg,6
01108-1,272,618,93,25,032.jpg,7
เงินเพิมการครองชีพชั่วคราวของข้าราชการ,406,608,402,37,032.jpg,7
"1,760",1290,621,66,28,032.jpg,7
บาท,1398,624,51,22,032.jpg,7
01109-1,272,665,93,26,032.jpg,8
เงินช่วยเหลือค่าครองชีพของข้าราชการ,406,660,368,32,032.jpg,8
340,1307,667,49,26,032.jpg,8
บาท,1398,670,51,22,032.jpg,8
1.2 ค่าจ้างประจํา,156,702,200,36,032.jpg,9
"16,207,660",1060,712,127,29,032.jpg,9
บาท,1252,716,54,22,032.jpg,9
01201-1,272,757,93,25,032.jpg,10
อัตราเดิม 70 อัตรา,405,753,185,30,032.jpg,10
"15,157,080",1234,760,122,28,032.jpg,10
บาท,1398,763,51,22,032.jpg,10
01202-1,272,804,93,25,032.jpg,11
เงินเพิ่มค่าจ้างประจํา,406,794,201,37,032.jpg,11
"622,360",1263,807,93,28,032.jpg,11
บาท,1398,810,51,22,032.jpg,11
01205-1,272,851,93,25,032.jpg,12
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา,406,841,429,45,032.jpg,12
"275,660",1263,853,93,28,032.jpg,12
บาท,1398,856,51,22,032.jpg,12
01206-1,272,898,93,25,032.jpg,13
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา,406,892,396,40,032.jpg,13
"152,560",1265,900,91,28,032.jpg,13
บาท,1398,903,51,22,032.jpg,13
1.3 ค่าจ้างชัวคราว|,156,935,214,36,032.jpg,14
"4,809,600",1072,944,115,30,032.jpg,14
บาท,1252,949,54,22,032.jpg,14
02101-1,272,990,93,25,032.jpg,15
ค่าจ้างชัวคราว 33 อัตรา,405,980,233,37,032.jpg,15
"3,517,040",1245,992,111,28,032.jpg,15
บาท,1398,995,51,22,032.jpg,15
02102-1,272,1037,93,25,032.jpg,16
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว,406,1026,439,45,032.jpg,16
"490,960",1263,1039,93,28,032.jpg,16
บาท,1398,1042,51,22,032.jpg,16
02103-1,272,1084,93,26,032.jpg,17
เงินช่วยเหลือค่าครองชีพของลูกจ้างชัวคราว,406,1073,406,45,032.jpg,17
"801,600",1263,1086,93,28,032.jpg,17
บาท,1398,1089,51,22,032.jpg,17
1.4 ค่าตอบแทน ใช้สอยและวัสดุ,156,1121,342,44,032.jpg,18
"435,368",1091,1130,97,30,032.jpg,18
บาท,1252,1135,54,22,032.jpg,18
03217-1,272,1176,93,26,032.jpg,19
เงินสมทบกองทุนประกันสังคม,406,1171,287,39,032.jpg,19
"240,480",1263,1178,93,28,032.jpg,19
บาท,1398,1181,51,22,032.jpg,19
03611-1,272,1223,93,26,032.jpg,20
ค่าเครื่องแต่งกาย,405,1212,169,37,032.jpg,20
"3,588",1288,1225,68,28,032.jpg,20
บาท,1398,1228,51,22,032.jpg,20
03128-1,272,1270,93,26,032.jpg,21
เงินตอบแทนพิเศษของลูกจ้างประจํา,406,1264,343,40,032.jpg,21
"191,300",1265,1272,91,28,032.jpg,21
บาท,1398,1275,51,22,032.jpg,21
2. งบดําเนินงาน,154,1362,166,30,032.jpg,22
"2,676,430",1072,1366,115,30,032.jpg,22
บาท,1252,1370,54,22,032.jpg,22
2.1 ค่าตอบแทน ใช้สอยและวัสดุ,154,1407,320,39,032.jpg,23
"2,676,430",1072,1410,115,30,032.jpg,23
บาท,1252,1416,54,22,032.jpg,23
2.1 ค่าตอบแทน,154,1455,166,29,032.jpg,24
"1,325,190",1074,1457,113,29,032.jpg,24
บาท,1252,1462,54,22,032.jpg,24
ค่าอาหารทําการนอกเวลา,215,1499,246,30,032.jpg,25
2.2 ค่าใช้สอย,154,1543,142,31,032.jpg,26
"90,680",1104,1548,83,29,032.jpg,26
บาท,1252,1552,54,22,032.jpg,26
ค่าซ่อมแซมยานพาหนะ,215,1589,226,30,032.jpg,27
ค่าซ่อมแซมครุภัณฑ์,215,1633,195,41,032.jpg,28
,154,1682,118,39,032.jpg,29
"1,260,560",1074,1687,113,29,032.jpg,29
บาท,1252,1691,54,22,032.jpg,29
ค่าวัสดุนํามันเชื่อเพลิงและน่ามันหล่อลืน,215,1721,376,46,032.jpg,30
"1,040,000",1247,1734,109,28,032.jpg,30
บาท,1398,1737,51,22,032.jpg,30
"7,         เด็,     รก     ไวค่าวัสดุอุปกรณ์คอมพิว เตอร์",215,1772,264,41,032.jpg,31
"40,000",1276,1781,80,28,032.jpg,31
บาท,1398,1784,51,22,032.jpg,31
ค่าวัสดุยานพาหนะ,215,1821,182,39,032.jpg,32
"80,560",1276,1828,80,28,032.jpg,32
บาท,1398,1831,51,22,032.jpg,32
ค่าวัสดุสํานักงานประเภทเครื่องเขียน แบบพิมพ์,215,1862,444,45,032.jpg,33
"100,000",1265,1875,91,28,032.jpg,33
บาท,1398,1878,51,22,032.jpg,33
394,776,107,50,26,033.jpg,0
3. งบลงทุน,154,295,121,33,033.jpg,1
"15,000",1106,295,81,29,033.jpg,1
บาท,1252,298,54,22,033.jpg,1
esนและสิงก่อสร้าง6 daaun ทดาครุภักค่,154,329,310,44,033.jpg,2
"15,000",1106,339,81,29,033.jpg,2
บาท,1252,343,54,22,033.jpg,2
,154,379,115,39,033.jpg,3
"15,000",1106,384,81,29,033.jpg,3
บาท,1252,388,54,22,033.jpg,3
05198-4,272,429,95,26,033.jpg,4
เครื่องพิมพ์ Multifunction เลเซอร์ หรือ LED สี 1 เครื่อง,406,419,534,37,033.jpg,4
"15,000",1278,429,78,28,033.jpg,4
บาท,1398,432,51,22,033.jpg,4
395,776,107,49,26,034.jpg,0
งานกวาดทําความสะอาดทีและทางสาธารณะ,154,237,436,37,034.jpg,1
"44,589,465",1226,247,129,30,034.jpg,1
um,1396,251,55,22,034.jpg,1
1.งบบุคลากร,156,295,144,33,034.jpg,2
"38,999,930",1058,295,129,29,034.jpg,2
บาท,1252,298,54,22,034.jpg,2
1.1 เงินเดือน,164,334,133,31,034.jpg,3
"1,410,290",1074,338,113,30,034.jpg,3
บาท,1252,343,54,22,034.jpg,3
01101-1,279,384,93,25,034.jpg,4
อัตราเดิม 4,413,379,116,30,034.jpg,4
อัตรา,533,379,60,30,034.jpg,4
"1,313,130",1247,386,109,28,034.jpg,4
บาท,1398,389,51,22,034.jpg,4
01102-1,279,431,93,25,034.jpg,5
ad    &เงนเลอนขน,414,419,121,38,034.jpg,5
"78,785",1276,433,79,28,034.jpg,5
บาท,1398,436,51,22,034.jpg,5
01107-1,279,478,93,25,034.jpg,6
เงินค่าตอบแทนรายเดือนของข้าราชการ,414,472,373,32,034.jpg,6
"14,700",1278,480,78,28,034.jpg,6
บาท,1398,483,51,22,034.jpg,6
01108-1,279,525,93,25,034.jpg,7
เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ,414,514,402,37,034.jpg,7
"3,080",1288,527,68,28,034.jpg,7
บาท,1398,530,51,22,034.jpg,7
01109-1,279,571,93,26,034.jpg,8
เงินช่วยเหลือค่าครองชีพของข้าราชการ,414,566,368,32,034.jpg,8
595,1307,574,48,26,034.jpg,8
บาท,1398,577,51,22,034.jpg,8
1.2 ค่าจ้างประจํา,156,609,200,36,034.jpg,9
"28,363,405",1058,617,129,30,034.jpg,9
บาท,1252,623,54,22,034.jpg,9
01201-1,272,664,93,25,034.jpg,10
อัตราเดิม 122 อัตรา,405,659,198,30,034.jpg,10
"26,524,890",1232,666,124,28,034.jpg,10
บาท,1398,669,51,22,034.jpg,10
01202-1,272,711,93,25,034.jpg,11
เงินเพิ่มค่าจ้างประจํา,406,700,201,37,034.jpg,11
"1,089,130",1247,713,109,28,034.jpg,11
บาท,1398,716,51,22,034.jpg,11
01205-1,272,757,93,25,034.jpg,12
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา,406,747,429,45,034.jpg,12
"482,405",1263,760,92,28,034.jpg,12
บาท,1398,763,51,22,034.jpg,12
01206-1,272,804,93,25,034.jpg,13
เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา,406,799,396,40,034.jpg,13
"266,980",1263,807,93,28,034.jpg,13
บาท,1398,810,51,22,034.jpg,13
1.3 ค่าจ้างชัวคราว|,156,841,214,36,034.jpg,14
"8,416,800",1072,850,115,30,034.jpg,14
บาท,1252,855,54,22,034.jpg,14
02101-1,272,896,93,25,034.jpg,15
ค่าจ้างชั่วคราว 59 อัตรา,405,886,233,37,034.jpg,15
"6,154,820",1245,899,111,28,034.jpg,15
บาท,1398,902,51,22,034.jpg,15
02102-1,272,943,93,25,034.jpg,16
เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชัวคราว,406,933,439,45,034.jpg,16
